"playerid","age_first_game","age_last_game","career_length"
"leeev01","24 years 11 mons 13 days","24 years 11 mons 29 days","16 days"
"leverho01","31 years 2 mons 18 days","31 years 3 mons 4 days","16 days"
"leyerro01","27 years 5 mons 18 days","27 years 6 mons 3 days","16 days"
"loberfr01","30 years 6 mons 10 days","30 years 6 mons 26 days","16 days"
"loftoja01","27 years 6 mons 13 days","27 years 6 mons 30 days","16 days"
"marquis01","29 years 11 mons 12 days","29 years 11 mons 29 days","16 days"
"mcelyfr01","24 years 1 mon 6 days","24 years 1 mon 22 days","16 days"
"meixemo01","24 years 8 mons 20 days","24 years 9 mons 5 days","16 days"
"millewa03","27 years 11 mons 1 day","27 years 11 mons 18 days","16 days"
"molesca01","19 years 6 mons 28 days","19 years 7 mons 15 days","16 days"
"mossoea01","25 years 9 mons 9 days","25 years 9 mons 26 days","16 days"
"motada01","24 years 11 mons 6 days","24 years 11 mons 23 days","16 days"
"philled02","23 years 2 mons 2 days","23 years 2 mons 18 days","16 days"
"polonjo01","23 years 6 mons 16 days","23 years 7 mons 2 days","16 days"
"richabi01","23 years 7 mons 27 days","23 years 8 mons 13 days","16 days"
"rodrijo05","26 years 3 mons 18 days","26 years 4 mons 3 days","16 days"
"rosech01","24 years 12 days","24 years 28 days","16 days"
"rossofr01","23 years 6 mons 14 days","23 years 7 mons","16 days"
"segelhe01","23 years 11 mons 13 days","23 years 11 mons 29 days","16 days"
"smithmi01","21 years 9 mons 18 days","21 years 10 mons 4 days","16 days"
"stalega01","26 years 4 mons 14 days","26 years 5 mons","16 days"
"steinge01","19 years 5 mons 8 days","19 years 5 mons 24 days","16 days"
"valeryo01","24 years 27 days","24 years 1 mon 12 days","16 days"
"walkuji01","31 years 5 mons 27 days","31 years 6 mons 13 days","16 days"
"warnoha01","23 years 7 mons 27 days","23 years 8 mons 12 days","16 days"
"weberne01","25 years 9 mons 5 days","25 years 9 mons 21 days","16 days"
"welchhe01","26 years 10 mons 27 days","26 years 11 mons 13 days","16 days"
"willike03","24 years 1 mon 16 days","24 years 2 mons 2 days","16 days"
"youngjo01","22 years 7 mons","22 years 7 mons 16 days","16 days"
"yurakje01","24 years 6 mons 17 days","24 years 7 mons 3 days","16 days"
"abramge01","25 years 5 mons 10 days","25 years 5 mons 25 days","15 days"
"bakerbo01","22 years 9 mons 11 days","22 years 9 mons 27 days","15 days"
"batesbu01","27 years 6 mons","27 years 6 mons 16 days","15 days"
"bearske01","24 years 5 mons 8 days","24 years 5 mons 23 days","15 days"
"boneyha01","23 years 8 mons","23 years 8 mons 16 days","15 days"
"boveemi01","24 years 23 days","24 years 1 mon 7 days","15 days"
"bradlge02","32 years 27 days","32 years 1 mon 12 days","15 days"
"callara01","24 years 14 days","24 years 29 days","15 days"
"carlsle01","25 years 3 mons 14 days","25 years 3 mons 26 days","15 days"
"carrodi02","28 years 3 mons 24 days","28 years 4 mons 8 days","15 days"
"castljo01","30 years 10 mons 24 days","30 years 11 mons 9 days","15 days"
"clemebo01","28 years 1 mon 8 days","28 years 1 mon 24 days","15 days"
"cookan01","25 years 8 mons 10 days","25 years 8 mons 25 days","15 days"
"daltomi01","28 years 2 mons 4 days","28 years 2 mons 19 days","15 days"
"dalysu01","27 years 8 mons 24 days","27 years 9 mons 9 days","15 days"
"denneky01","27 years 1 mon 18 days","27 years 2 mons 2 days","15 days"
"dozieto01","24 years 8 mons 12 days","24 years 8 mons 26 days","15 days"
"drohato01","25 years 8 mons 6 days","25 years 8 mons 21 days","15 days"
"dykstal01","27 years 10 mons 18 days","27 years 11 mons 2 days","15 days"
"encarlu01","26 years 9 mons 7 days","26 years 9 mons 22 days","15 days"
"englije01","25 years 6 mons 22 days","25 years 7 mons 7 days","15 days"
"fenneho01","24 years 1 mon 28 days","24 years 2 mons 12 days","15 days"
"flateja01","24 years 11 mons 26 days","25 years 11 days","15 days"
"garonwi01","22 years 1 mon 10 days","22 years 1 mon 25 days","15 days"
"germafr02","24 years 11 mons 25 days","25 years 10 days","15 days"
"giordto01","27 years 11 mons 2 days","27 years 11 mons 17 days","15 days"
"grabero01","28 years 2 mons 19 days","28 years 3 mons 4 days","15 days"
"grahabe02","24 years 5 mons 6 days","24 years 5 mons 21 days","15 days"
"hazewdr01","21 years 17 days","21 years 1 mon 2 days","15 days"
"herrero01","22 years 1 mon 11 days","22 years 1 mon 26 days","15 days"
"jackshe01","26 years 2 mons 20 days","26 years 3 mons 5 days","15 days"
"johnsjo01","24 years 9 mons 23 days","24 years 10 mons 8 days","15 days"
"johnsro06","26 years 3 mons 23 days","26 years 4 mons 7 days","15 days"
"kaczmke01","26 years 5 mons 24 days","26 years 6 mons 9 days","15 days"
"kaisebo01","21 years 4 mons 4 days","21 years 4 mons 19 days","15 days"
"kanejo02","25 years 6 mons 12 days","25 years 6 mons 27 days","15 days"
"kemmebi01","21 years 6 mons 18 days","21 years 7 mons 3 days","15 days"
"krugge01","26 years 2 mons 17 days","26 years 3 mons 2 days","15 days"
"landrje01","25 years 8 mons 26 days","25 years 9 mons 11 days","15 days"
"lanieri01","22 years 10 mons 23 days","22 years 11 mons 7 days","15 days"
"lockema01","27 years 3 mons 24 days","27 years 4 mons 8 days","15 days"
"martipa03","27 years 21 days","27 years 1 mon 5 days","15 days"
"mclauja01","22 years 10 mons","22 years 10 mons 15 days","15 days"
"mcmatji01","19 years 28 days","19 years 1 mon 12 days","15 days"
"middljo01","22 years 4 mons 25 days","22 years 5 mons 10 days","15 days"
"millsbi01","24 years 6 mons 17 days","24 years 7 mons 1 day","15 days"
"misurmi01","28 years 11 mons 6 days","28 years 11 mons 21 days","15 days"
"morsebu01","25 years 10 days","25 years 25 days","15 days"
"muichjo01","20 years 9 mons 11 days","20 years 9 mons 26 days","15 days"
"noftsge01","24 years 7 mons 24 days","24 years 8 mons 9 days","15 days"
"obriera01","21 years 7 mons 27 days","21 years 8 mons 12 days","15 days"
"okeych01","27 years 5 mons 12 days","27 years 5 mons 27 days","15 days"
"olandji01","28 years 6 mons 27 days","28 years 7 mons 12 days","15 days"
"oxsprch01","28 years 3 mons 20 days","28 years 4 mons 4 days","15 days"
"pickeda01","24 years 1 mon 26 days","24 years 2 mons 10 days","15 days"
"pinnaed01","22 years 11 mons 22 days","23 years 7 days","15 days"
"quellge01","28 years 5 mons 19 days","28 years 6 mons 6 days","15 days"
"richafr01","23 years 10 mons 12 days","23 years 10 mons 27 days","15 days"
"roberda02","26 years 3 mons 30 days","26 years 4 mons 14 days","15 days"
"ryderto01","21 years 2 mons 13 days","21 years 2 mons 28 days","15 days"
"santofr01","29 years 3 mons 9 days","29 years 3 mons 25 days","15 days"
"sardibr01","24 years 5 mons 9 days","24 years 5 mons 24 days","15 days"
"schumha01","22 years 1 mon 5 days","22 years 1 mon 21 days","15 days"
"severan01","27 years 6 mons 27 days","27 years 7 mons 12 days","15 days"
"sextoto01","19 years 6 mons 13 days","19 years 6 mons 29 days","15 days"
"sketcbu01","23 years 15 days","23 years 30 days","15 days"
"smithda04","30 years 1 mon 20 days","30 years 2 mons 5 days","15 days"
"smithea03","27 years 1 mon","27 years 1 mon 15 days","15 days"
"smithwi03","26 years 7 mons 29 days","26 years 8 mons 14 days","15 days"
"steveji01","24 years 11 mons 30 days","25 years 14 days","15 days"
"stubimo01","29 years 4 mons 14 days","29 years 4 mons 29 days","15 days"
"sullito02","26 years 6 mons 28 days","26 years 7 mons 12 days","15 days"
"swartbu01","18 years 29 days","18 years 1 mon 14 days","15 days"
"swindch01","25 years 10 mons 12 days","25 years 10 mons 27 days","15 days"
"thomare01","23 years 4 mons 18 days","23 years 5 mons 3 days","15 days"
"thomawa01","24 years 4 mons 20 days","24 years 5 mons 5 days","15 days"
"trayji01","24 years 6 mons 21 days","24 years 7 mons 7 days","15 days"
"wardco01","24 years 9 mons 29 days","24 years 10 mons 14 days","15 days"
"wiedeto01","20 years 10 mons 9 days","20 years 10 mons 24 days","15 days"
"wilesco01","28 years 3 mons 15 days","28 years 3 mons 30 days","15 days"
"wilsojo01","22 years 11 mons 26 days","23 years 11 days","15 days"
"zinnfr01","22 years 3 mons 28 days","22 years 4 mons 13 days","15 days"
"actonga01","24 years 10 mons 29 days","24 years 11 mons 13 days","14 days"
"adairji01","24 years 6 mons 30 days","24 years 7 mons 13 days","14 days"
"avreaja01","29 years 9 mons 16 days","29 years 10 mons","14 days"
"barmebr01","23 years 10 mons 21 days","23 years 11 mons 4 days","14 days"
"barrijo01","24 years 9 mons 27 days","24 years 10 mons 11 days","14 days"
"beckri01","25 years 7 mons 24 days","25 years 8 mons 7 days","14 days"
"bergmal01","26 years 11 mons 2 days","26 years 11 mons 15 days","14 days"
"brennbe01","25 years 2 mons 3 days","25 years 2 mons 18 days","14 days"
"brennji02","24 years 4 mons 24 days","24 years 5 mons 10 days","14 days"
"callawe01","25 years 2 mons 4 days","25 years 2 mons 18 days","14 days"
"coxre01","25 years 2 mons 1 day","25 years 2 mons 13 days","14 days"
"criscda01","25 years 10 mons 15 days","25 years 10 mons 29 days","14 days"
"crosbca01","23 years 8 mons 14 days","23 years 8 mons 28 days","14 days"
"dagrean01","21 years 20 days","21 years 1 mon 3 days","14 days"
"dahlkje01","26 years 10 mons 28 days","26 years 11 mons 12 days","14 days"
"dalenpe01","29 years 11 days","29 years 25 days","14 days"
"danieja01","26 years 3 mons 2 days","26 years 3 mons 15 days","14 days"
"dappecl01","22 years 3 mons 17 days","22 years 4 mons 1 day","14 days"
"diggsre01","18 years 11 mons 23 days","19 years 7 days","14 days"
"dougljo01","27 years 7 mons 7 days","27 years 7 mons 21 days","14 days"
"duffma01","27 years 9 mons 24 days","27 years 10 mons 7 days","14 days"
"durnige01","27 years 4 mons 3 days","27 years 4 mons 17 days","14 days"
"eccleha01","22 years 2 mons 4 days","22 years 2 mons 18 days","14 days"
"emmerbo01","32 years 1 mon 21 days","32 years 2 mons 5 days","14 days"
"fitzbch01","24 years 6 mons 27 days","24 years 7 mons 12 days","14 days"
"fitzgbr01","27 years 3 mons 22 days","27 years 4 mons 6 days","14 days"
"gaubjo01","26 years 4 mons 14 days","26 years 4 mons 28 days","14 days"
"glavimi01","30 years 7 mons 21 days","30 years 8 mons 4 days","14 days"
"goodwcl01","25 years 16 days","25 years 1 mon","14 days"
"gradyjo01","25 years 4 mons 26 days","25 years 5 mons 9 days","14 days"
"grayst01","23 years 9 mons 7 days","23 years 9 mons 22 days","14 days"
"grosstu01","29 years 1 mon 22 days","29 years 2 mons 7 days","14 days"
"hallbi01","19 years 4 mons 10 days","19 years 4 mons 24 days","14 days"
"harrica01","19 years 6 mons 26 days","19 years 7 mons 10 days","14 days"
"hartjch01","24 years 5 mons 15 days","24 years 5 mons 29 days","14 days"
"haworho01","21 years 11 mons 18 days","22 years 1 day","14 days"
"hendebi01","28 years 7 mons 16 days","28 years 8 mons","14 days"
"holmedu02","22 years 9 mons 10 days","22 years 9 mons 25 days","14 days"
"hoopemi01","23 years 4 mons 20 days","23 years 5 mons 4 days","14 days"
"karlobi01","21 years 3 mons 7 days","21 years 3 mons 22 days","14 days"
"keffefr01","28 years 9 mons 18 days","28 years 10 mons 2 days","14 days"
"kraftcl01","26 years 10 mons 22 days","26 years 11 mons 6 days","14 days"
"lavasbr01","23 years 4 mons 13 days","23 years 4 mons 27 days","14 days"
"leutz01","21 years 4 mons 6 days","21 years 4 mons 20 days","14 days"
"luuloke01","25 years 4 mons 24 days","25 years 5 mons 7 days","14 days"
"lyonsto01","21 years 22 days","21 years 1 mon 6 days","14 days"
"maurira01","24 years 19 days","24 years 1 mon 2 days","14 days"
"mcderte01","21 years 5 mons 23 days","21 years 6 mons 6 days","14 days"
"mcleaal01","22 years 9 mons 26 days","22 years 10 mons 10 days","14 days"
"merensp01","24 years 9 mons 28 days","24 years 10 mons 12 days","14 days"
"millewh01","29 years 4 mons 13 days","29 years 4 mons 27 days","14 days"
"mittera01","26 years 2 mons 18 days","26 years 3 mons 2 days","14 days"
"mooresc01","24 years 6 mons 5 days","24 years 6 mons 20 days","14 days"
"munizma01","23 years 8 mons 3 days","23 years 8 mons 17 days","14 days"
"munozno01","27 years 5 mons 19 days","27 years 6 mons 3 days","14 days"
"neighbo01","21 years 10 mons 7 days","21 years 10 mons 21 days","14 days"
"pilnean01","23 years 4 mons 24 days","23 years 5 mons 7 days","14 days"
"porraed01","25 years 4 mons 12 days","25 years 4 mons 27 days","14 days"
"prescbo01","30 years 2 mons 21 days","30 years 3 mons 5 days","14 days"
"renfrla01","29 years 1 mon 25 days","29 years 2 mons 8 days","14 days"
"roberra01","24 years 18 days","24 years 1 mon 1 day","14 days"
"rodrigu02","31 years 1 mon 16 days","31 years 1 mon 30 days","14 days"
"snydebe01","22 years 21 days","22 years 1 mon 4 days","14 days"
"sparkst02","25 years 3 mons 22 days","25 years 4 mons 5 days","14 days"
"stablge01","22 years 10 mons 22 days","22 years 11 mons 6 days","14 days"
"sutclbu01","23 years 1 mon 6 days","23 years 1 mon 20 days","14 days"
"szekejo01","28 years 7 mons 11 days","28 years 7 mons 25 days","14 days"
"thomaco01","27 years 10 mons 24 days","27 years 11 mons 7 days","14 days"
"thompta01","27 years 1 mon 2 days","27 years 1 mon 15 days","14 days"
"webbbi01","22 years 2 mons 22 days","22 years 3 mons 6 days","14 days"
"wellsjo01","21 years 9 mons 19 days","21 years 10 mons 3 days","14 days"
"wilsote01","23 years 1 mon 25 days","23 years 2 mons 8 days","14 days"
"wistewh01","22 years 6 mons 20 days","22 years 7 mons 5 days","14 days"
"wooddo01","23 years 4 mons 21 days","23 years 5 mons 4 days","14 days"
"woodyma01","26 years 8 mons 29 days","26 years 9 mons 13 days","14 days"
"zeisema01","25 years 7 mons 2 days","25 years 7 mons 16 days","14 days"
"allenbo03","23 years 2 mons 17 days","23 years 3 mons","13 days"
"ardelda01","20 years 3 mons 18 days","20 years 4 mons","13 days"
"balcebo01","31 years 1 mon 15 days","31 years 1 mon 28 days","13 days"
"baldwje01","24 years 8 mons 17 days","24 years 8 mons 29 days","13 days"
"battoch01","22 years 26 days","22 years 1 mon 9 days","13 days"
"bowench01","22 years 1 mon 20 days","22 years 2 mons 2 days","13 days"
"bradfvi01","28 years 1 mon 27 days","28 years 2 mons 9 days","13 days"
"caithge01","24 years 1 mon 26 days","24 years 2 mons 8 days","13 days"
"chismto01","25 years 4 mons 4 days","25 years 4 mons 17 days","13 days"
"coultch01","24 years 3 mons 13 days","24 years 3 mons 26 days","13 days"
"curryst01","22 years 9 mons 27 days","22 years 10 mons 10 days","13 days"
"dekonbi01","26 years 5 mons 8 days","26 years 5 mons 21 days","13 days"
"donovfr01","30 years 11 mons 19 days","31 years 2 days","13 days"
"durhajo01","20 years 11 mons 8 days","20 years 11 mons 21 days","13 days"
"elmorve01","24 years 9 mons 1 day","24 years 9 mons 14 days","13 days"
"fickjo01","23 years 2 mons 11 days","23 years 2 mons 24 days","13 days"
"fitzsto01","29 years 2 mons 6 days","29 years 2 mons 19 days","13 days"
"frinkfr01","22 years 10 mons 7 days","22 years 10 mons 20 days","13 days"
"gallawi01","22 years 6 mons 15 days","22 years 6 mons 25 days","13 days"
"gentrha01","27 years 10 mons 18 days","27 years 11 mons","13 days"
"goetzjo01","22 years 5 mons 23 days","22 years 6 mons 5 days","13 days"
"gowella01","24 years 4 mons 19 days","24 years 5 mons 2 days","13 days"
"gracemi01","21 years 10 mons 4 days","21 years 10 mons 17 days","13 days"
"grantfr99","38 years 1 mon 11 days","38 years 1 mon 24 days","13 days"
"gravesi01","25 years 7 mons 23 days","25 years 8 mons 5 days","13 days"
"greenza01","25 years 4 mons 14 days","25 years 4 mons 27 days","13 days"
"griesti01","22 years 9 mons 1 day","22 years 9 mons 14 days","13 days"
"heilech01","28 years 10 mons 29 days","28 years 11 mons 11 days","13 days"
"hinridu01","21 years 1 mon 28 days","21 years 2 mons 11 days","13 days"
"hoffmbi01","21 years 5 mons 10 days","21 years 5 mons 23 days","13 days"
"houseed01","33 years 6 mons 5 days","33 years 6 mons 18 days","13 days"
"howarpa01","25 years 3 mons 27 days","25 years 4 mons 9 days","13 days"
"hutchch01","24 years 1 mon 11 days","24 years 1 mon 24 days","13 days"
"jaeckja01","22 years 5 mons 18 days","22 years 6 mons 1 day","13 days"
"jonesmi03","31 years 8 mons 1 day","31 years 8 mons 14 days","13 days"
"karowma01","22 years 11 mons 3 days","22 years 11 mons 17 days","13 days"
"kellymi01","23 years 9 mons 24 days","23 years 10 mons 7 days","13 days"
"kirscha01","22 years 5 mons 30 days","22 years 6 mons 12 days","13 days"
"knoxcl01","22 years 5 mons 25 days","22 years 6 mons 7 days","13 days"
"koellbr01","24 years 2 mons 10 days","24 years 2 mons 22 days","13 days"
"krachjo01","25 years 10 mons 13 days","25 years 10 mons 26 days","13 days"
"kunzed01","22 years 3 mons 25 days","22 years 4 mons 8 days","13 days"
"kuseled01","23 years 7 mons 3 days","23 years 7 mons 14 days","13 days"
"leonar02","30 years 8 mons 6 days","30 years 8 mons 18 days","13 days"
"lyonsed01","24 years 4 mons 3 days","24 years 4 mons 16 days","13 days"
"maddoje01","24 years 10 mons 6 days","24 years 10 mons 19 days","13 days"
"mattike01","26 years 7 mons 22 days","26 years 8 mons 5 days","13 days"
"moncefr01","24 years 9 mons 18 days","24 years 10 mons 1 day","13 days"
"moreyda01","24 years 4 mons 7 days","24 years 4 mons 20 days","13 days"
"moserar01","21 years 10 mons 11 days","21 years 10 mons 25 days","13 days"
"murrabo01","25 years 2 mons 20 days","25 years 3 mons 3 days","13 days"
"pactwjo01","27 years 3 mons 13 days","27 years 3 mons 26 days","13 days"
"pappajo01","22 years 2 mons 6 days","22 years 2 mons 19 days","13 days"
"pastocl01","24 years 6 mons 26 days","24 years 7 mons 9 days","13 days"
"pawelte01","27 years 29 days","27 years 1 mon 11 days","13 days"
"peitzjo01","24 years 7 mons 20 days","24 years 8 mons 3 days","13 days"
"plarsdo01","25 years 8 mons 11 days","25 years 8 mons 23 days","13 days"
"rearich01","27 years 4 mons 7 days","27 years 4 mons 20 days","13 days"
"rodriwi01","22 years 6 mons 1 day","22 years 6 mons 15 days","13 days"
"schweru01","25 years 5 mons 17 days","25 years 6 mons","13 days"
"stonejo02","24 years 10 mons 10 days","24 years 10 mons 23 days","13 days"
"thielbe01","25 years 11 mons 13 days","25 years 11 mons 26 days","13 days"
"thompja02","24 years 11 mons 26 days","25 years 9 days","13 days"
"vinsoch01","22 years 8 mons 14 days","22 years 8 mons 28 days","13 days"
"waterst01","24 years 5 mons 8 days","24 years 5 mons 21 days","13 days"
"whiteab01","33 years 1 mon 20 days","33 years 2 mons 2 days","13 days"
"whitede02","23 years 6 days","23 years 19 days","13 days"
"willida06","26 years 2 mons 30 days","26 years 3 mons 13 days","13 days"
"willido02","27 years 11 mons 2 days","27 years 11 mons 15 days","13 days"
"woodjo04","27 years 11 mons 12 days","27 years 11 mons 25 days","13 days"
"yeabsbe01","25 years 5 mons 11 days","25 years 5 mons 24 days","13 days"
"zinkwa01","22 years 7 mons 15 days","22 years 7 mons 28 days","13 days"
"alstoga01","24 years 5 mons 29 days","24 years 6 mons 10 days","12 days"
"alvarcl01","32 years 4 mons 1 day","32 years 4 mons 14 days","12 days"
"amesst01","25 years 4 mons 15 days","25 years 4 mons 27 days","12 days"
"anderha01","28 years 2 mons 2 days","28 years 2 mons 14 days","12 days"
"apostsh01","21 years 6 mons 1 day","21 years 6 mons 13 days","12 days"
"armbror01","26 years 6 mons 16 days","26 years 6 mons 28 days","12 days"
"baldwhe01","32 years 11 mons 9 days","32 years 11 mons 20 days","12 days"
"bergecl01","19 years 10 mons 22 days","19 years 11 mons 4 days","12 days"
"cederbl01","24 years 8 mons 11 days","24 years 8 mons 23 days","12 days"
"cheekha01","31 years 7 days","31 years 19 days","12 days"
"chicktr01","22 years 3 mons 3 days","22 years 3 mons 15 days","12 days"
"collior02","24 years 6 mons 22 days","24 years 7 mons 6 days","12 days"
"cushmha01","25 years 1 mon 19 days","25 years 2 mons","12 days"
"deckema01","26 years 3 mons 13 days","26 years 3 mons 25 days","12 days"
"doddto01","27 years 11 mons 10 days","27 years 11 mons 22 days","12 days"
"donahjo01","29 years 5 mons 6 days","29 years 5 mons 18 days","12 days"
"draubja01","28 years 8 mons 28 days","28 years 9 mons 9 days","12 days"
"earlebi02","30 years 7 mons 23 days","30 years 8 mons 5 days","12 days"
"flanast01","24 years 5 mons 5 days","24 years 5 mons 17 days","12 days"
"ghelfto01","22 years 9 days","22 years 21 days","12 days"
"gracefr01","24 years 8 mons 9 days","24 years 8 mons 22 days","12 days"
"harride01","28 years 10 mons 26 days","28 years 11 mons 7 days","12 days"
"harrihe01","23 years 2 mons 27 days","23 years 3 mons 8 days","12 days"
"hodgebe01","24 years 10 mons 20 days","24 years 11 mons 1 day","12 days"
"hollega01","24 years 9 mons 22 days","24 years 10 mons 3 days","12 days"
"jacobra01","26 years 3 mons 18 days","26 years 4 mons","12 days"
"johnsga01","27 years 5 mons 28 days","27 years 6 mons 10 days","12 days"
"jonesbi03","24 years 9 mons 4 days","24 years 9 mons 16 days","12 days"
"jonesho01","24 years 6 mons 4 days","24 years 6 mons 16 days","12 days"
"judyly01","21 years 10 mons 2 days","21 years 10 mons 14 days","12 days"
"kehnch01","20 years 6 mons","20 years 6 mons 13 days","12 days"
"kirbyji01","25 years 11 mons 27 days","26 years 8 days","12 days"
"klaerhu01","25 years 10 mons 26 days","25 years 11 mons 7 days","12 days"
"kowitbr01","25 years 9 mons 28 days","25 years 10 mons 9 days","12 days"
"lajesdi01","20 years 8 mons 2 days","20 years 8 mons 14 days","12 days"
"larosvi01","23 years 8 mons 21 days","23 years 9 mons 2 days","12 days"
"leebr01","24 years 7 mons 7 days","24 years 7 mons 19 days","12 days"
"liberlu01","26 years 8 mons 23 days","26 years 9 mons 4 days","12 days"
"liesefr01","24 years 6 mons 7 days","24 years 6 mons 19 days","12 days"
"marklge01","30 years 3 mons 30 days","30 years 4 mons 12 days","12 days"
"massebi01","23 years 11 mons 25 days","24 years 7 days","12 days"
"mccorbi01","22 years 2 mons 8 days","22 years 2 mons 20 days","12 days"
"mcfaral01","22 years 8 mons 8 days","22 years 8 mons 21 days","12 days"
"mcgucjo01","28 years 5 mons 14 days","28 years 5 mons 26 days","12 days"
"mclauki01","26 years 2 mons 18 days","26 years 3 mons","12 days"
"meinkbo01","23 years 1 mon 27 days","23 years 2 mons 8 days","12 days"
"metziwi01","25 years 9 mons 15 days","25 years 9 mons 28 days","12 days"
"moranro01","27 years 11 mons 16 days","27 years 11 mons 28 days","12 days"
"morrijo02","24 years 4 mons 3 days","24 years 4 mons 15 days","12 days"
"paigepa01","29 years 15 days","29 years 27 days","12 days"
"pottne01","22 years 9 mons 3 days","22 years 9 mons 16 days","12 days"
"prallwi01","25 years 4 mons 13 days","25 years 4 mons 25 days","12 days"
"proctji01","24 years 5 days","24 years 17 days","12 days"
"puigri01","21 years 5 mons 28 days","21 years 6 mons 9 days","12 days"
"queenbi01","25 years 4 mons 15 days","25 years 4 mons 27 days","12 days"
"ricklch01","24 years 8 mons 2 days","24 years 8 mons 14 days","12 days"
"ridinst01","25 years 11 mons 20 days","26 years 1 day","12 days"
"rockle01","24 years 23 days","24 years 1 mon 4 days","12 days"
"ronanma01","24 years 2 days","24 years 14 days","12 days"
"scottdi01","18 years 4 mons 21 days","18 years 5 mons 3 days","12 days"
"scrugto01","25 years 20 days","25 years 1 mon 1 day","12 days"
"smithpa01","28 years 4 mons 12 days","28 years 4 mons 25 days","12 days"
"smyrecl01","22 years 10 mons 25 days","22 years 11 mons 6 days","12 days"
"sterlra01","23 years 4 mons 25 days","23 years 5 mons 7 days","12 days"
"stuarlu01","29 years 2 mons 5 days","29 years 2 mons 17 days","12 days"
"tedroal01","22 years 9 mons 1 day","22 years 9 mons 13 days","12 days"
"tiefeve01","25 years 1 mon 8 days","25 years 1 mon 20 days","12 days"
"vargaca01","23 years 5 mons 17 days","23 years 5 mons 29 days","12 days"
"waddeja01","27 years 11 mons 20 days","28 years 1 day","12 days"
"watkito01","27 years 1 mon 22 days","27 years 2 mons 4 days","12 days"
"younghe02","25 years 1 mon 27 days","25 years 2 mons 9 days","12 days"
"anckewa01","22 years 4 mons 23 days","22 years 5 mons 4 days","11 days"
"baichgr01","24 years 8 mons 14 days","24 years 8 mons 25 days","11 days"
"bainlo01","22 years 11 mons 19 days","23 years","11 days"
"bevillo01","19 years 9 mons 5 days","19 years 9 mons 16 days","11 days"
"birasst01","27 years 6 mons 17 days","27 years 7 mons","11 days"
"bohnejo01","21 years 3 mons 23 days","21 years 4 mons 3 days","11 days"
"brownja04","27 years 1 mon 20 days","27 years 2 mons","11 days"
"callabe01","26 years 1 mon 3 days","26 years 1 mon 15 days","11 days"
"campbbr02","24 years 10 mons 21 days","24 years 11 mons 1 day","11 days"
"carrle01","28 years 10 mons 18 days","28 years 10 mons 29 days","11 days"
"cookji01","23 years 7 mons 22 days","23 years 8 mons 3 days","11 days"
"cradlri01","25 years 11 days","25 years 22 days","11 days"
"cuellbo01","25 years 20 days","25 years 1 mon","11 days"
"czajkji01","30 years 7 mons 11 days","30 years 7 mons 22 days","11 days"
"dalyge01","22 years 1 mon 29 days","22 years 2 mons 10 days","11 days"
"davisir01","28 years 9 mons 14 days","28 years 9 mons 26 days","11 days"
"deloslu02","24 years 8 mons 19 days","24 years 8 mons 30 days","11 days"
"diazju01","28 years 3 mons 21 days","28 years 4 mons 4 days","11 days"
"drewca01","24 years 6 mons 26 days","24 years 7 mons 8 days","11 days"
"escoblu01","23 years 1 mon 14 days","23 years 1 mon 25 days","11 days"
"ferraan01","24 years 11 mons 15 days","24 years 11 mons 26 days","11 days"
"francen01","26 years 8 mons 20 days","26 years 9 mons","11 days"
"fulleni01","24 years 3 mons 2 days","24 years 3 mons 13 days","11 days"
"galvilo01","21 years 5 mons 8 days","21 years 5 mons 19 days","11 days"
"gastjo01","24 years 2 mons 26 days","24 years 3 mons 9 days","11 days"
"gonzaeu01","26 years 13 days","26 years 24 days","11 days"
"hafnefr01","20 years 8 mons 22 days","20 years 9 mons 2 days","11 days"
"hallajo01","21 years 3 mons 5 days","21 years 3 mons 16 days","11 days"
"handimi01","24 years 1 mon 18 days","24 years 1 mon 29 days","11 days"
"hildege01","23 years 7 mons 11 days","23 years 7 mons 22 days","11 days"
"howelro01","20 years 5 mons 11 days","20 years 5 mons 22 days","11 days"
"hoylete01","30 years 9 mons 1 day","30 years 9 mons 12 days","11 days"
"hurstsc01","25 years 22 days","25 years 1 mon 2 days","11 days"
"hutsoro01","23 years 6 mons 21 days","23 years 7 mons 2 days","11 days"
"jamesri01","19 years 11 mons 9 days","19 years 11 mons 21 days","11 days"
"johnssh01","28 years 2 mons 4 days","28 years 2 mons 15 days","11 days"
"jonesmi01","25 years 26 days","25 years 1 mon 6 days","11 days"
"kennejo02","30 years 6 mons 10 days","30 years 6 mons 22 days","11 days"
"kernbi01","29 years 6 mons 19 days","29 years 7 mons 2 days","11 days"
"kibbiho01","21 years 10 mons 26 days","21 years 11 mons 6 days","11 days"
"knudsgu01","26 years 17 days","26 years 28 days","11 days"
"lombalo01","19 years 10 mons 4 days","19 years 10 mons 15 days","11 days"
"lopezar02","26 years 2 mons 7 days","26 years 2 mons 16 days","11 days"
"lukenal01","25 years 7 mons 8 days","25 years 7 mons 19 days","11 days"
"luskech01","25 years 5 mons 6 days","25 years 5 mons 17 days","11 days"
"lynchmi01","26 years 7 mons 14 days","26 years 7 mons 25 days","11 days"
"maclaev01","27 years 8 mons 3 days","27 years 8 mons 14 days","11 days"
"madrisa01","27 years 3 mons 8 days","27 years 3 mons 19 days","11 days"
